@relation sentiment
@attribute 0 string
@attribute 1 string
@attribute 2 {excited,joyful,natural,nervous,sad,angry}
@data
'ㄱㅜㅅ','ㄱㅜㅅ',joyful
'ㄱㅜㅅㅁㅗㄴㅣㅇㅋ','ㅋ',joyful
'ㄱㅟㅇㅕㅂㅁㅏㅅ','ㄱㅟㅇㅕㅂㄷㅏ',joyful
'ㄱㅡㄱㅓㅈㅐㅁㅣㅆㄱㅔㅆㄴㅔ','ㄱㅡㄱㅓㅈㅐㅁㅣㅆㄱㅔㅆㄴㅔ',joyful
'ㄱㅡㄱㅔ','ㄱㅡㄱㅔㅁㅏㅈㄷㅏ',joyful
'ㄱㅡㄴㅑㅇㄴㅜㄴ','ㄱㅡㄴㅑㅇ',joyful
'ㄱㅡㄴㅑㅇㅇㅜㅅ','ㅎㅏㅁㅏㄹㄷㅏ',joyful
'ㄱㅡㄴㅣㄲㅏ','ㄱㅡ',joyful
'ㄱㅡㄴㅣㄲㅏ','ㅅㅜㅇㅣㅆㄷㅏ',joyful
'ㄱㅡㄷㅐㄴㄴㅏ','ㅂㅔㅂㅔㄷㅏ',joyful
'ㄱㅡㄹㅐ!!!!!ㅎㅏㄴㄱㅏㅇㅅㅓ','ㄱㅡㄹㅐ',joyful
'ㄱㅡㄹㅐㄷㅗㄱㅡㄱㅔㅇㅓㄷㅣ','ㄱㅡㄹㅐ',joyful
'ㄱㅡㄹㅐㅅㅓㅁㅣㅌㅣㅇㅎㅐㅅㄱㅜ','ㄱㅡㄹㅐㅅㅓ',joyful
'ㄱㅡㄹㅑ','ㄱㅡㅇㅕㄹㅅㅣㅁㅎㅣ',joyful
'ㄱㅡㄹㅑ','ㄱㅡㅉㅐㅈㅣㄷㅏ',joyful
'ㄱㅡㄹㅓㄴㄴㅏㅁㅈㅏㅈㅗㅊㅣ','ㄱㅡㄹㅓㄴ',joyful
'ㄱㅡㄹㅓㄹㅈㅜㄹㅇㅏㄹㅇㅏㅆㅇㅓㅋㅋ','ㅋㅋ',joyful
'ㄱㅡㄹㅓㅁㄴㅏㅈㅝㅋㅋ','ㄱㅡㄹㅓㅁㄴㅏㅈㅝㅋㅋ',joyful
'ㄱㅡㅇㅏㅇㅣ','ㄱㅡ',joyful
'ㄱㅡㅊㅣ?ㅋㅋㅇㅕㄱㅅㅣㅊㅓㅇㅡㅁ','ㄱㅓ',joyful
'ㄱㅡㅇㄲㅏㅋㅋㅋㅎㅏㄴㄷㅗㅇㄴㅔ','ㅅㅏㄹㄷㅏ',joyful
'ㄱㅣㄷㅐ','ㄱㅣㄷㅐㅎㅏㄷㅏ',joyful
'ㄱㅣㄷㅜㄹㄱㅣㄷㅜㄹㅋㅋ','ㄱㅣㄷㅜㄹㄱㅣㄷㅜㄹㅋㅋ',joyful
'ㄱㅣㅁ','ㄴㅔ',joyful
'ㄲㅏㅁㅉㅣㄱ','ㄲㅏㅁㅉㅣㄱㅎㅏㄷㅏ',joyful
'ㄲㅐ','ㄲㅐㅆㅗㄷㅇㅏㅈㅣㄷㅏ',joyful
'ㄲㅑㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋ',joyful
'ㄲㅗㅋㅋㅋㅋㅋ','ㄲㅗㄷㅏ',joyful
'ㄳㅋㅋㅋㅋㅋ','ㄳㅋㅋㅋㅋㅋ',joyful
'ㄴㅏ','ㅅㅏㅅㅏㄷㅏ',joyful
'ㄴㅏ','ㄱㅓ',joyful
'ㄴㅏ','ㄴㅏㄴㅏㄷㅏ',joyful
'ㄴㅏㅇㅗㄹㅎㅐ','ㅁㅏㄹㅇㅣㅅㅏㄱㅏㄷㅏ',joyful
'ㄴㅏㄲㅏ','ㄲㅏㄹㄷㅏ',joyful
'ㄴㅏㅈㅜㅌㅗㅇㅛㄹ','ㄴㅔㄱㅔㄱㅏㄹㄷㅏ',joyful
'ㄴㅏㄷㅗ','ㅅㅗㄹㅣㅅㅗㄷㅏ',joyful
'ㄴㅏㄷㅗ','ㅈㅗㅎㄷㅏ',joyful
'ㄴㅏㄷㅜ','ㄷㅜ!',joyful
'ㄴㅏㄷㅜㅅㅏㄹㅏㅇ','ㄹㅏㅇ',joyful
'ㄴㅏㅁㅓㄴㅈㅓㅋㅋㅋㅋ','ㅋㅋㅋㅋ',joyful
'ㄴㅏㅁㅜㄹ','ㄴㅏㅁㅜㄹㄸㅡㄷㄷㅏ',joyful
'ㄴㅏㅂㅐㄱㅅㅜㅌㅏㄹㅊㅜㄹ','ㅌㅏㄹㅊㅜㄹㅎㅏㄷㅏ',joyful
'ㄴㅏㅇㅣㅈㅔㅋ','ㄴㅏㄷㅏ',joyful
'ㄴㅏㅈㅔㅆㅏ','ㅈㅜㄹㅈㅜㄷㅏ',joyful
'ㄴㅏ','ㅅㅓㄴㅅㅏㅎㅏㄷㅏ',joyful
'ㄴㅏㅇㅗㄴㅡㄹㅈㅕㅇㅏㅈㅜㄱㄱㅔㅆㅇㅓ','ㄴㅏㅇㅗㄴㅡㄹㅈㅕㅇㅏㅈㅜㄱㄱㅔㅆㅇㅓ',joyful
'ㄴㅏㅇㅣ','ㅁㅓㅇㅊㅓㅇ',joyful
'ㄴㅏㅇㅣㅅㅡ','ㄴㅏㅇㅣㅅㅡ',joyful
'ㄴㅏㅈㅡㄹㄱㅓㅇㅝ','ㄴㅏㅈㅡㄹㄱㅓㅇㅝ',joyful
'ㄴㅏ','ㅋㅋㅋ',joyful
'ㄴㅏㅎㅏㄴㅌㅔㄱㅏㅁㅅㅏ','ㄱㅏㅁㅅㅏㅎㅏㄷㅏ',joyful
'ㄴㅏㄴ','ㅎㅏㄷㅏ',joyful
'ㄴㅏㄴ','ㄱㅏㄷㅏ',joyful
'ㄴㅏㄴ','ㅂㅏㄷㄷㅏ',joyful
'ㄴㅏㄴ','ㄹㅐㅌㅡㄹㅇㅓㄴㅗㅎㄷㅏ',joyful
'ㄴㅏㄴㄴㅣㅅㅐㅇㄱㅏㄱ','ㄴㅏㄴㄴㅣㅅㅐㅇㄱㅏㄱ',joyful
'ㄴㅏㄴ','ㅁㅏㄶㄷㅏ',joyful
'ㄴㅏㄴㅇㅣㄴㅏㄴ','ㅋㅋ',joyful
'ㄴㅏㄴㅈㅏㄴㄷㅏㄱㅜㅅㅂㅏㅁㅊㅣㅇㄱㅜㄷㅡㄹ♥','ㄱㅜㅅㅂㅏㅁㅊㅣㅇㄱㅜㄷㅡㄹ♥',joyful
'ㄴㅏㄴㅈㅏㄴㄷㅏㅇㅈㅏㄹㅈㅏㅇㅐㄱㅣㄷㅡㄹ♥','ㅇㅐㄱㅣㄷㅡㄹ♥',joyful
'ㄴㅏㄹㅆㅣㅈㅗㅎㄷㅏ','ㄴㅏㄹㅆㅣㅈㅗㅎㄷㅏ',joyful
'ㄴㅏㅁㅈㅏ','ㄷㅚㄷㅏ',joyful
'ㄴㅏㅁㅊㅣㄴ','ㅇㅕㅇㅎㅘㅂㅗㄹㅓㄱㅏㄷㅏ',joyful
'ㄴㅐ','ㅇㅣㅅㄷㅏ',joyful
'ㄴㅐ','ㅈㅏㅇㅅㅏㅎㅏㄷㅏ',joyful
'ㄴㅐ','ㅅㅔㄱㅅㅣㅎㅏㄷㅏ',joyful
'ㄴㅐㅅㅡㅌㅏ','ㅇㅣ',joyful
'ㄴㅐㅇㅣㄹㄴㅐ','ㄴㅐ',joyful
'ㄴㅓㄱㅏㄴㅈㅣㄴㄷㅔ','ㄴㅓㅅㅜㅇㅣㄱㄴㅐㄷㅏ',joyful
'ㄴㅓㄴㅏㅁㅊㅣㄴㅅㅐㅇㄱㅕㅆㄴㅣ','ㄴㅓ',joyful
'ㄴㅓㄴ','ㅎㅢㅁㅏㅇㄱㅏㅈㄷㅏ',joyful
'ㄴㅓㄴ','ㄴㅏㅁㅇㅏㄴㅏㅁㄷㅏ',joyful
'ㄴㅓㄴ','ㅂㅗ',joyful
'ㄴㅓㄴㅈㅏㄹ','ㅋㅋㅋ',joyful
'ㄴㅓㄴㅊㅏㅁㅈㅒㄷㅏㅁ','ㄱㅜ',joyful
'ㄴㅔㅅㅗㄴ','ㄴㅔ',joyful
'ㄴㅔㅅㅡㅍㅡㄹㅔㅅㅗ','ㄴㅔ',joyful
'ㄴㅔㅇㅣㄹ','ㄴㅔㅇㅣㄹ',joyful
'ㄴㅔㅂ>_<','ㄴㅔㅂ>_<',joyful
'ㄴㅗㅇㅣㄴㄴㅗ','ㄱㅡㄹㅓㄱㅡㄹㅡㄷㅏ',joyful
'ㄴㅗㄹㄹㅓㄱㅏㄱㅗㅅㅣㅍㅇㅓ','ㄴㅗㄹㄹㅓㄱㅏㄷㅏ',joyful
'ㄴㅗㄹㄴㅗㄹ','ㄴㅗㄹㄷㅏ',joyful
'ㄴㅗㅇㄷㅏㅁ','ㄴㅗㅇㄷㅏㅁ',joyful
'ㄴㅜㄴㅊㅣ','ㄴㅜㄴㅊㅣㅃㅏㄹㅡㄷㅏ',joyful
'ㄴㅣ','ㅋ',joyful
'ㄴㅣㄴㅔㄷㅜㅈㅓㄴㅕㄱㄸㅐㅇㅗㄱㅣㄹㅋㅋ','ㅋㅋ',joyful
'ㄴㅣㄷㅡㄹㅇㅙㅋㅔ','ㅇㅜㅅㄱㅣㄷㅏ',joyful
'ㄴㅣㅁㅎㅏㄱㅏㅁㅅㅏㄱㅏㅁㅅㅏ!!ㅋㅋ','ㄱㅏㅁㅅㅏㄱㅏㅁㅅㅏ!!ㅋㅋ',joyful
'ㄷㅏ','ㄷㅏ',joyful
'ㄷㅏ','ㅎㅏㄷㅏ',joyful
'ㄷㅏㄷㅡㄹㄱㅜㅅㅂㅏㅁ','ㄴㅐㅊㅣㄷㅏ',joyful
'ㄷㅏㄷㅡㄹㅎㅘㅌㅣㅇ!!','ㄷㅏㄷㅡㄹㅎㅘㅌㅣㅇ!!',joyful
'ㄷㅏㅅㅣㅂㅗㅁ','ㄷㅏㅅㅣㅂㅗㅁㅂㅗㄷㅏ',joyful
'ㄷㅏㅌㅡ','ㅎㅏㄷㅏ',joyful
'ㄷㅏㄺㅂㅏㄹ~~','ㅅㅣㄴㄴㅏㄷㅏ',joyful
'ㄷㅏㄺㅂㅏㄹㅁㅓㄱㄱㅗㅎㅣㅁㄴㅐㅈㅏㅇ~','ㄷㅏㄺㅂㅏㄹㅁㅓㄱㄱㅗㅎㅣㅁㄴㅐㅈㅏㅇ~',joyful
'ㄷㅏㅁ','ㄱㅓㅎㅏㄱㅔㅆㅗㄴㄷㅏ',joyful
'ㄷㅏㅇㄱㅡㄴㅋㅋㅋㅋㅋ','ㄷㅏㅇㄱㅡㄴㅋㅋㅋㅋㅋ',joyful
'ㄷㅏㅇㅇㅕㄴㅎㅣㅁㅓㄱㅇㅓㅆㅈㅣㅋㅋ','ㄷㅏㅇㅇㅕㄴㅎㅣㅁㅓㄱㅇㅓㅆㅈㅣㅋㅋ',joyful
'ㄷㅐㅂㅏㄱ!!>_<ㅈㅏㄹ','!!>_<ㅈㅏㄹ',joyful
'ㄷㅐㅂㅏㄱ!','ㄷㅐㅂㅏㄱ!',joyful
'ㄷㅐㅂㅏㄱㅋㅋ','ㄷㅐㅂㅏㄱㅋㅋ',joyful
'ㄷㅐㅂㅏㄱㅋㅋㅈㅣㄴㅉㅏ','ㄷㅐㅂㅏㄱ',joyful
'ㄷㅐㅅㅣㄴㅅㅏㄹㅏㅇㄷㅐㅅㅣㄴㅅㅏ','ㄴㅏㄴㅏㄷㅏ',joyful
'ㄷㅔㅂㅟㅅㅣㅋㅕㅈㅜㅅㅏㅁㅋㅋ','ㄷㅔㅂㅟㅅㅣㅋㅕㅈㅜㅅㅏㅁㅋㅋ',joyful
'ㄷㅗㅍㅡㄹㄱㅐㅇㅇㅓ','ㅋㅋㅋㅋㅋ',joyful
'ㄷㅗㄱㅉㅜ','ㅡㅡㅋ',joyful
'ㄷㅗㄴ','ㅂㅓㄹㄷㅏ',joyful
'ㄷㅗㄴ','ㅇㅣㄹㅎㅏㄷㅏ',joyful
'ㄷㅗㄴ','ㄷㅗㄴㅈㅗㅎㄷㅏ',joyful
'ㄷㅗㄴㅈㅜㅇㅜㅁ','ㄷㅗㄴㅈㅜㅇㅜㅁ',joyful
'ㄷㅗㄷㅋㅋㅋ','ㄷㅗㄷㄷㅏ',joyful
'ㄷㅗㅇㄴㅏㄷㅗ','ㄱㅏㅌㄷㅏ',joyful
'ㄷㅗㅇㅎㅗㅎㅚ','ㄱㅓㄷㅏ',joyful
'ㄷㅚㅇㅘ','ㅇㅘㅇㅗㄷㅏ',joyful
'ㄷㅜㄷㅏ','ㄷㅜㄷㅏ',joyful
'ㄷㅜㅇㅣ','ㅇㅣㅈㅜㄱㄷㅏ',joyful
'ㄷㅡㄷㅣㅇㅓㅇㅕㅈㅏㅊㅣㄴㄱㅜ','ㅇㅕㅈㅏㅊㅣㄴㄱㅜㅅㅐㅇㄱㅣㄷㅏ',joyful
'ㄸㅐㅇㅋㅠㄸㅐㅇㅋㅠ!!!','ㄸㅐㅇㅋㅠㄸㅐㅇㅋㅠ!!!',joyful
'ㄸㅣㅇㅎㅗㅇㅏ','ㄸㅣㅇㅎㅗㅇㅏ',joyful
'ㄹㅏㅂㅠㅇ','ㄹㅏㅂㅠㅇ',joyful
'ㅁㅏㅇㅣㅁㅏ','ㄹㅓㅂㅓ~~',joyful
'ㅁㅏㅅㅇㅣㅅㄱㅔㅅㄷㅏ','ㅁㅏㅅㅇㅣㅅㄱㅔㅅㄷㅏ',joyful
'ㅁㅏㅅㅇㅣㅆㄷㅏㅇ','ㅇㅣㅆㄷㅏㅇ',joyful
'ㅁㅏㅅ','ㄱㅓ',joyful
'ㅁㅏㅈ?','ㅇㅒㄱㅣㅎㅏㄷㅏ',joyful
'ㅁㅐㅇㅜㄴㄱㅓㅈㅣㄴㅉㅏㄸㅐㅇㄱㅣㄴㄷㅏㅆㅚㅈㅜ','ㅎㅏㄴㅈㅏㄴ',joyful
'ㅁㅐㅌㅣㄴㅋㅋㅋㅋㅋㅋㅋ','ㅁㅐㅌㅣㄴㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅁㅐㄱㅈㅜㅁㅓㄱㅇㅓ','ㅁㅐㄱㅈㅜㅁㅓㄱㅇㅓ',joyful
'ㅁㅓㅅㅈㅣㅇㅑ','ㅁㅓㅅㅈㅣㄷㅏ',joyful
'ㅁㅓㅅㅈㅣ…','ㅁㅓㅅㅈㅣㄷㅏ',joyful
'ㅁㅔㅋㅡㄹㅣㅅㅡㅁㅏㅅㅡ~','ㅁㅔㄷㅏ',joyful
'ㅁㅔㅇㅣㄴ','ㅍㅏㅌㅡㅈㅜㄷㅏ',joyful
'ㅁㅗㄷㅜ','ㄱㅜㄱㅁㅗㄴㅣㅇ',joyful
'ㅁㅗㅁㅈㅗㅁㅂㅘ>_<','ㅁㅗㅁㅈㅗㅁㅂㅘ>_<',joyful
'ㅁㅗㅇㄹㅗㅇ','ㅁㅗㅇㄹㅗㅇㅎㅏㄷㅏ',joyful
'ㅁㅝ','ㅁㅝ',joyful
'ㅁㅝㄹㅈㅗㅁㅇㅏㄴㅔㅋ','ㅋ',joyful
'ㅁㅣㅇㅣㄴ','ㅁㅣㅇㅣㄴㄱㅡ',joyful
'ㅁㅣㄷㄱㅔ','ㄱㅔ',joyful
'ㅂㅏ','ㄲㅔ',joyful
'ㅂㅏㄱㅈㅓㅇㅎㅢㅅㅣㄱㅋㅋㅋㅋ','ㅋㅋㅋㅋ',joyful
'ㅂㅏㄴ','ㅂㅏㄴㅎㅏㄷㅏ',joyful
'ㅂㅏㄹㅌㅗㅂㅇㅣㅃㅜㄱㅔㅂㅏㄹㄹㅏㅆㄴㅡㄴㄷㅔㅋㅋ','ㅋㅋ',joyful
'ㅂㅏㅂ','ㅂㅏㅂㅁㅏㅅㄴㅏㄷㅏ',joyful
'ㅂㅏㅇㄱㅡㅁㅅㅗㄴㄴㅣㅁ...ㅇㅕㅅㅣㄴ','ㅇㅕㅅㅣㄴ',joyful
'ㅂㅗㄱㅣㅈㅗㅇㅏ^^','ㅂㅗㄱㅣㅈㅗㅇㅏ^^',joyful
'ㅂㅗㄲㅇㅡㅁ','ㅁㅕㄴㅅㅏㄲㅡㄷㅏ',joyful
'ㅂㅗㄹ','ㅂㅗㄹㅂㅗㄷㅏ',joyful
'ㅂㅜㄲㅡ','ㅂㅜㄲㅡ',joyful
'ㅂㅜㄹㅓㅇㅝㅅㅓㅆㅣㅂㅏㅇㅏㅇㅋㅋ','ㅂㅜㄹㅓㅇㅝㅅㅓㅆㅣㅂㅏㅇㅏㅇㅋㅋ',joyful
'ㅂㅜㄴㄴㅗ','ㅋㅋㅋ',joyful
'ㅂㅜㄹㄱㅡㅁㅂㅗㄴㅐㅅㅏㅁ!!','ㅂㅗㄴㅐㅅㅏㅁ!!',joyful
'ㅂㅠㅇㄸㅏㄱㅋㅋㅋ','ㅂㅠㅇㄸㅏㄱㅋㅋㅋ',joyful
'ㅂㅣㅇㅓㄹㅁㅏ','ㄴㅔ',joyful
'ㅂㅣㅇㄱㅗ!','ㅂㅣㅇㄱㅗ!',joyful
'ㅃㅏㅇㅕㅁㄷㅏㄷㅡㄹㅇㅏㄹ','ㅂㅠ',joyful
'ㅃㅏㄹㄱㅏ','ㄷㅏㄹㄹㅐㄷㅏ',joyful
'ㅃㅏㅇㅌㅓㅈㅣㅁㅋㅋㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅃㅐㄱㅅㅏㅈㅝ','ㅃㅐㄱㅅㅏㅈㅝ',joyful
'ㅃㅗㅎㅡㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏ','ㅃㅗㅎㅡㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏ',joyful
'ㅃㅣㄱㅅㅏㄹㅋㅋ','ㅋㅋ',joyful
'ㅅㅏㄹㅏㅇㅅㅡㄹㅓㅇㅝㅈㅜㄱㄱㅔㅆㄴㅔㅇ','ㅅㅏㄹㅏㅇㅅㅡㄹㅓㅇㅝㅈㅜㄱㄱㅔㅆㄴㅔㅇ',joyful
'ㅅㅏㄹㅏㅇ','ㅅㅏㄹㅏㅇㅎㅏㄷㅏ',joyful
'ㅅㅏㄹㅏㅇ','ㅅㅏㄹㅏㅇㅎㅏㄷㅏ',joyful
'ㅅㅏㄹㅏㅇㅅㅏ','ㅎㅐㅎㅏㄷㅏ',joyful
'ㅅㅏㄹㅜㅇ','ㅅㅏㄹㅜㅇ',joyful
'ㅅㅏㅈㅣㄴ','ㄴㅔ',joyful
'ㅅㅏㅈㅣㄴ','ㅂㅗㄷㅏ',joyful
'ㅅㅏㅈㅣㄴ','ㅈㅏㄹ',joyful
'ㅅㅏㄹ','ㄷㅡㄹㄹㅣㄷㅏ',joyful
'ㅅㅏㄹㅇㅏㅇㅣㅆ','ㅅㅏㄹㅇㅏㅇㅣㅆㄷㅏ',joyful
'ㅅㅏㄻㅇㅠㄴㅌㅐㄱ','ㅇㅠㄴㅌㅐㄱㅎㅏㄷㅏ',joyful
'ㅅㅏㅁㄱㅏㄱㄱㅣㅁㅂㅏㅂ','ㄱㅣㅁㅂㅏㅂㅆㅗㄷㅏ',joyful
'ㅅㅏㅇㅋㅙ','ㅅㅏㅇㅋㅙㅎㅏㄷㅏ',joyful
'ㅅㅐㅎㅐㅂㅗㄱㅁㅏㄶ','ㅂㅏㄷㄷㅏ',joyful
'ㅅㅐㅇㅇㅣㄹㅅㅐㅇ','ㅅㅐㅇㅊㅜㄱㅎㅏㅎㅏㄷㅏ',joyful
'ㅅㅐㅇㅊㅜㄱㅎㅏ','!!',joyful
'ㅅㅔㅋㅗㅁㄷㅐㅂㅏㄱ','ㄷㅐㅂㅏㄱ',joyful
'ㅅㅗㄱㅐㅌㅣㅇ','ㅅㅗㄱㅐㅌㅣㅇ',joyful
'ㅅㅗㄱㅗㄱㅣ','ㅅㅗㄱㅗㄱㅣㅅㅏㄷㅏ',joyful
'ㅅㅛㅍㅣㅇㄱㅏㄲㅓㅇㅑㅁ','ㅅㅛㅍㅣㅇㄱㅏㄷㅏ',joyful
'ㅅㅜㄱㅗ','ㅅㅜㄱㅗㅎㅏㄷㅏ',joyful
'ㅅㅟㅇㅓㅁㅅㅟㅇㅓㅁㅎㅐㅁㅁㅏㅋㅇㅗㄴㅡㄹ','ㅇㅗㄴㅡㄹㅇㅣㅆㄷㅏ',joyful
'ㅅㅡㅁㅜㅅㅏㄹ','ㄴㅡㄲㅣㅁㄴㅡㄲㅣㄷㅏ',joyful
'ㅅㅡㅁㅜㄹㄴㅔㅅ!!','ㄴㅔㅅ!!',joyful
'ㅅㅡㅌㅡㄹㅔㅅㅡㅍㅜㄹㄹㅓ','ㅈㅏㅅ!!',joyful
'ㅅㅣㅇㅝㄴㅎㅐㅇㅣㅈㅔ','ㅅㅣㅇㅝㄴㅎㅐㅇㅣㅈㅔ',joyful
'ㅅㅣㄴㄴㅏ','ㅅㅣㄴㄴㅏㄷㅏ',joyful
'ㅅㅣㄴㅁㅕㅇ','ㅅㅣㄴㅁㅕㅇ',joyful
'ㅅㅣㄴㅇㅢㅅㅣㄴ','ㅎㅏㄴㅎㅏㄷㅏ',joyful
'ㅅㅣㅇㄴㅑㅇㄷㅑㅇ','ㅅㅣㅇㄴㅑㅇㄷㅑㅇ',joyful
'ㅆㅐㅌㅗㅇㅋㅋㅋㅋ','ㅆㅐㄷㅏ',joyful
'ㅆㅘㅋㅋㅋㅋㅋㅋ','ㅆㅘㅋㅋㅋㅋㅋㅋ',joyful
'ㅇㅇㄸㅐㅇㅅㅡ','ㄸㅐㅇㅅㅡ',joyful
'ㅇㅇㅇㅣㅃㅡㄴㄱㅓ','ㅂㅗㅈㅏㅇ',joyful
'ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ','ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅇㅋㅇㅋ~~','ㅇㅋㅇㅋ~~',joyful
'ㅇㅏㄱㅏㄴㅈㅣㄴㅔ','ㄱㅏㄴㅈㅣㄴㅔ',joyful
'ㅇㅏㄱㅜㄱㅅㅜㅈㅣㅂ','ㅂㅗㄱㅗㅂㅗㄷㅏ',joyful
'ㅇㅏㄴㅐ','ㄷㅐㄱㅕㄴㅎㅏㄷㅏ',joyful
'ㅇㅏㅁㅐㅇㅜㄴㅈㅗㄱㅂㅏㄹㅁㅓㄱㄱㅓㅍㅏㅇ','ㅁㅓㄱㄱㅓㅍㅏ',joyful
'ㅇㅏ','ㅇㅏㅇㅣㅃㅡㄷㅏ',joyful
'ㅇㅏㅋㅋㅋ','ㅋㅋㅋ',joyful
'ㅇㅏㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ','ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ',joyful
'ㅇㅏㄴㅘㅃㅏㅇ','ㅌㅓㅈㅣㄷㅏ',joyful
'ㅇㅏㅂㅔㅈㅣㄴㅉㅏㅂㅕㅇㅅㅣㄴㅈㅣㅅ','ㄱㅓㄷㅏ',joyful
'ㅇㅏㅆㅏ','ㅂㅣㄷㅏ',joyful
'ㅇㅏㅆㅏㅂㅛㅇ','ㅇㅏㅆㅏㅂㅛㅇ',joyful
'ㅇㅏㅅㅇㅏㅇㅏㅇㅇㅏㄱ','ㅇㅏㅅㄷㅏ',joyful
'ㅇㅏㅇㅜㄱㅟ','ㄱㅟ',joyful
'ㅇㅏ','ㅇㅏㄷㅡㄹㅣㄷㅏ',joyful
'ㅇㅏ','ㅇㅏ',joyful
'ㅇㅏㅇㅣㅇㅏ','ㅅㅛㅍㅣㅇㅈㅜㅇ~',joyful
'ㅇㅏㅈㅗㄴㄴㅏㅇㅜㅅㄱㅣㄷㅏㅇ','ㅇㅏㅈㅗㄴㄴㅏㅇㅜㅅㄱㅣㄷㅏㅇ',joyful
'ㅇㅏㅈㅗㄹㄹㅏ','ㅇㅜㅅㄱㅣㄷㅏ',joyful
'ㅇㅏㅎㅏ??ㄱㅡㄹㅓㄴㄱㅓ','????ㅋㅋㅋ',joyful
'ㅇㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏ','ㅇㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏㅎㅏ',joyful
'ㅇㅏㄱㄴㅏㄴ','ㄴㅏㄹㄷㅏ',joyful
'ㅇㅏㄱㅊㅣㅋㅣㄴㅁㅓㄱ','ㄱㅗㅍㅡㄷㅏ',joyful
'ㅇㅏㄴ','ㄱㅡㄹㅐ',joyful
'ㅇㅏㄴㄴㅕㅇ','ㅇㅏㄴㄴㅕㅇㅎㅏㄷㅏ',joyful
'ㅇㅏㄴㄴㅕㅇ','ㅇㅏㄴㄴㅕㅇㅎㅏㄷㅏ',joyful
'ㅇㅏㄹㄹㅣㅅㅏㄹ','ㅃㅐㄷㅏ',joyful
'ㅇㅏㄴㅁㅏㄹㄹㅣㅁㅋㅋㅋ','ㅋㅋㅋ',joyful
'ㅇㅏㅁㅌㅡㄴㅃㅛㅇ^^','ㅃㅛㅇ^^',joyful
'ㅇㅏㅅㄴㅛㅇㅋ','ㅇㅏㅅㄴㅛㅇㅋ',joyful
'ㅇㅑ~ㅌㅗㅇㅛㄹ','ㄴㅏㄴㅏㄷㅏ',joyful
'ㅇㅑㄷㅡㄹ','ㄱㅏㄱㅏㄷㅏ',joyful
'ㅇㅑㅅㅎㅗ~','ㅇㅑㅅㅎㅗ~',joyful
'ㅇㅑㅇㅋㅣ','ㄱㅔㅇㅣㄱㅣㄷㅏ',joyful
'ㅇㅓㄸㅓㄴㄱㅔ','ㅈㅗㅎㄷㅏ',joyful
'ㅇㅓㄹㅕㅂㅗ','ㅇㅓㄹㅕㅂㅗ',joyful
'ㅇㅓㅇㅖ~~','ㅇㅓㅇㅖ~~',joyful
'ㅇㅓㅈㅔㅈㅣㄴㅉㅏㅋㅋㅋ','ㅋㅋㅋ',joyful
'ㅇㅓㅉㅓㅁㅈㅕㅇㅏㅇ>-<','ㅇㅓㅉㅓㅁㅈㅕㅇㅏㅇ>-<',joyful
'ㅇㅓㄴㅈㅔㅅㅏㅆㅇㅓㅋㅋ','ㅋㅋ',joyful
'ㅇㅓㅁㅊㅓㅇㅈㅏㄹ','ㅈㅏㄹㄷㅔㄷㅏ',joyful
'ㅇㅓㅄㅃㅓㅇ','ㅇㅔㄱㅔ',joyful
'ㅇㅔㅁㅣㄴㅔㅁㅇㅔwithout','ㅂㅜㄹㅡㄷㅏ',joyful
'ㅇㅔㅇㅣ','ㅇㅔㅇㅔㄷㅏ',joyful
'ㅇㅔㅎㅔ','ㅇㅔㅎㅔㄷㅏ',joyful
'ㅇㅔㅎㅔㅎㅔ','ㅎㅔㄷㅏ',joyful
'ㅇㅕㄱㅣ','ㅊㅓㄴㄱㅜㄱ',joyful
'ㅇㅕㄱㅣㅇㅓㄹ','ㅇㅓㄹㄷㅏ',joyful
'ㅇㅕㄱㅅㅣㅋㅋㅁㅏㅅㅇㅣㅅㅇㅓㅋㅋㅋㅋㅋㅋ','ㄱㅜㄱㅁㅜㄹㄷㅏㄺㅂㅏㄹㅇㅣㅈㅣ?',joyful
'ㅇㅕㄴㅇㅖㅇㅣㄴ','?ㅋㅋ',joyful
'ㅇㅕㅇㄷㅡㅇㅍㅗㄱㅜㅊㅓㅇ','ㄴㅏㄹㄷㅏ',joyful
'ㅇㅗㅇㅕㄱㅅㅔㄱㅝㄴ','ㅇㅕㄱㅅㅔㄱㅝㄴ',joyful
